id,cid,name,description,language
87973893,10021,甲虫装机的魔斧 虫装战斧,名字带有「甲虫装机」的怪兽才能装备。装备怪兽的攻击力上升1000。装备怪兽的攻击宣言时，对方不能把魔法·陷阱卡发动。,cn
24362891,10022,突然进化,把自己场上1只爬虫类族怪兽解放才能发动。从卡组把1只名字带有「进化龙」的怪兽特殊召唤。,cn
50766506,10023,忍法 分身之术,①：把自己场上1只「忍者」怪兽解放才能把这张卡发动。等级合计最多到解放的怪兽的等级以下为止，从卡组选「忍者」怪兽任意数量各以表侧攻击表示或者里侧守备表示特殊召唤。这张卡从场上离开时那些怪兽全部破坏。,cn
87151205,10024,电气尾龙,总有电气缠绕的空中浮游之龙。从古代就存在，其生态还有很多的谜，但由于古之规则而禁止捕获。,cn
13140300,10025,神龙之圣刻印,被刻有神秘刻印的神圣古物。传说是将施展如神一般的力量之龙的力量封印之物。在黄金太阳之下，经历悠久的时光，后来随着其神圣性被称为太阳石。,cn
59644958,10026,叠光猫头鹰,1回合1次，支付600基本分才能发动。把场上1个超量素材取除。,cn
86039057,10027,帮一把骑士,这张卡在墓地存在，自己手卡是0张的场合，对方怪兽的攻击宣言时才能发动。这张卡从墓地特殊召唤，战斗阶段结束。「帮一把骑士」的效果在决斗中只能使用1次。,cn
12423762,10028,我我我守卫者,对方怪兽的直接攻击宣言时，这张卡可以从手卡特殊召唤。此外，这张卡被选择作为攻击对象时，可以丢弃1张手卡，这张卡不会被那次战斗破坏。,cn
45812361,10029,卡片汽车·D,"这张卡不能特殊召唤。这张卡的效果发动的回合，自己不能把怪兽特殊召唤。
①：这张卡召唤成功的自己主要阶段1把这张卡解放才能发动。自己从卡组抽2张。那之后，变成这个回合的结束阶段。",cn
81816475,10030,叠光吞噬者,自己的主要阶段时，把墓地的这张卡从游戏中除外才能发动。把对方场上1个超量素材在自己场上的超量怪兽下面重叠作为超量素材。,cn
17201174,10031,锤鲨,1回合1次，自己的主要阶段时才能发动。这张卡的等级下降1星，从手卡把1只水属性·3星以下的怪兽特殊召唤。,cn
44790889,10032,重锤突击保镖,对方场上有卡存在，自己场上没有卡存在的场合，这张卡可以不用解放作召唤。自己场上没有魔法·陷阱卡存在，这张卡向对方怪兽攻击的场合，对方直到伤害步骤结束时魔法·陷阱卡不能发动。,cn
70194827,10033,利刃保镖,这张卡进行攻击的伤害步骤结束时，对方场上有怪兽存在的场合，丢弃1张手卡才能发动。这次战斗阶段中，这张卡只有1次可以向对方怪兽再攻击。这个效果1回合只能使用1次。,cn
17189532,10034,幻影保镖,场上的这张卡被破坏送去墓地的场合，可以从卡组把2张名字带有「保镖」的卡加入手卡。,cn
43573231,10035,幻蝶刺客 闪蝶,对方场上的怪兽的表示形式变更时，选择那1只怪兽才能发动。选择的怪兽的攻击力·守备力下降1000。这个效果1回合只能使用1次。,cn
79972330,10036,幻蝶刺客 凤蝶,这张卡以外的自己场上的怪兽给与对方基本分战斗伤害时，选择对方场上表侧表示存在的1只怪兽发动。选择的怪兽的攻击力下降那个时候给与的伤害的数值。,cn
16366944,10037,月光蝶,这张卡从场上送去墓地时，可以从卡组把1只4星以下的名字带有「幻蝶刺客」的怪兽特殊召唤。,cn
42851643,10038,穿孔重机 凿岩台车,这张卡召唤成功时，可以把自己场上的全部机械族怪兽的等级上升1星。这张卡向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。此外，这张卡攻击的场合，伤害步骤结束时变成守备表示。,cn
79850798,10039,爆走特急 火箭飞矢,"这张卡不能通常召唤。自己场上没有卡存在的场合才能特殊召唤。把这张卡特殊召唤的回合，自己不能进行战斗阶段。这张卡的控制者在每次自己准备阶段把手卡全部送去墓地。或者不送去墓地让这张卡破坏。
①：只要这张卡在怪兽区域存在，自己不能把魔法·陷阱·怪兽的效果发动，不能把卡盖放。",cn
5244497,10040,独家新闻摄影师,这张卡向持有比这张卡的攻击力高的守备力的场上表侧表示存在的怪兽攻击的场合，不进行伤害计算把那只怪兽破坏。,cn
41639001,10041,圣刻龙-半龙努特,场上表侧表示存在的这张卡成为魔法·陷阱·效果怪兽的效果的对象时发动。从自己的手卡·卡组·墓地选1只龙族的通常怪兽，攻击力·守备力变成0特殊召唤。这个效果1回合只能使用1次。,cn
78033100,10042,圣刻龙-半龙盖布,这张卡战斗破坏对方怪兽送去墓地时，从自己的手卡·卡组·墓地选1只龙族的通常怪兽，攻击力·守备力变成0特殊召唤。此外，这张卡被解放时，从自己的手卡·卡组·墓地把1只名字带有「圣刻」的通常怪兽特殊召唤。,cn
4022819,10043,圣刻龙-艾西龙,这张卡可以不用解放作召唤。这个方法召唤的这张卡的原本攻击力变成1000。1回合1次，选择场上1只龙族的通常怪兽才能发动。场上的全部名字带有「圣刻」的怪兽的等级直到结束阶段时变成和选择的怪兽相同等级。此外，这张卡被解放时，从自己的手卡·卡组·墓地选1只龙族的通常怪兽，攻击力·守备力变成0特殊召唤。,cn
31516413,10044,圣刻龙-奈芙龙,这张卡可以把自己场上1只名字带有「圣刻」的怪兽解放从手卡特殊召唤。1回合1次，可以把这张卡以外的自己的手卡·场上1只名字带有「圣刻」的怪兽解放，选择对方场上1只怪兽破坏。此外，这张卡被解放时，从自己的手卡·卡组·墓地选1只龙族的通常怪兽，攻击力·守备力变成0特殊召唤。,cn
77901552,10045,圣刻龙-泰芙龙,"①：只有对方场上才有怪兽存在的场合，这张卡可以从手卡特殊召唤。这个方法特殊召唤的回合，这张卡不能攻击。
②：这张卡被解放的场合发动。从自己的手卡·卡组·墓地选1只龙族通常怪兽，攻击力·守备力变成0特殊召唤。",cn
3300267,10046,圣刻龙-舒龙,"①：这张卡可以把自己场上1只「圣刻」怪兽解放从手卡特殊召唤。
②：1回合1次，把这张卡以外的自己的手卡·场上1只「圣刻」怪兽解放，以对方场上1张魔法·陷阱卡为对象才能发动。那张对方的卡破坏。
③：这张卡被解放的场合发动。从自己的手卡·卡组·墓地选1只龙族通常怪兽，攻击力·守备力变成0特殊召唤。",cn
30794966,10047,圣刻龙-奥西龙,这张卡可以把自己墓地的龙族·光属性怪兽和龙族的通常怪兽各1只从游戏中除外，从手卡特殊召唤。场上的这张卡被破坏的场合，可以作为代替把这张卡以外的自己场上表侧表示存在的1只名字带有「圣刻」的怪兽解放。,cn
66789970,10048,圣刻龙-塞特龙,这张卡不能通常召唤。把自己墓地3只龙族的通常怪兽从游戏中除外的场合可以特殊召唤。1回合1次，可以把自己墓地1只龙族怪兽从游戏中除外，选择场上1张卡破坏。,cn
3283679,10049,进化虫·兔鳄,这张卡召唤成功时，可以从卡组把1只名字带有「进化龙」的怪兽送去墓地。此外，这张卡反转时，可以从卡组把1只名字带有「进化虫」的怪兽特殊召唤。,cn
39672388,10050,进化龙·达尔文翼龙,这张卡用名字带有「进化虫」的怪兽的效果特殊召唤成功时，可以选择场上表侧表示存在的1只怪兽等级上升最多2星。,cn
66066482,10051,甲虫装机 萤火虫,1回合1次，可以从自己的手卡·墓地把1只名字带有「甲虫装机」的怪兽当作装备卡使用给这张卡装备。这张卡被名字带有「甲虫装机」的卡装备的场合，可以把对方场上盖放的卡全部确认。此外，这张卡当作装备卡使用而装备中的场合，装备怪兽的等级上升1星，攻击力·守备力上升这张卡的各自数值。,cn
2461031,10052,甲虫装机 瓢虫,1回合1次，可以从自己的手卡·墓地把1只名字带有「甲虫装机」的怪兽当作装备卡使用给这张卡装备。这张卡当作装备卡使用而装备中的场合，装备怪兽的等级上升2星，攻击力·守备力上升这张卡的各自数值。此外，可以把当作装备卡使用而装备中的这张卡送去墓地，选择自己场上1只怪兽，等级上升最多2星。,cn
38450736,10053,甲虫装机 蠼螋,1回合1次，可以从自己的手卡·墓地把1只名字带有「甲虫装机」的怪兽当作装备卡使用给这张卡装备。这张卡当作装备卡使用而装备中的场合，装备怪兽的攻击力·守备力上升这张卡的各自数值。此外，给怪兽装备的这张卡被送去墓地时，装备过的怪兽的攻击力直到结束阶段时上升1000。,cn
65844845,10054,甲虫装机 吉咖蝼蛄,可以把自己墓地1只昆虫族怪兽从游戏中除外，墓地的这张卡当作装备卡使用给自己场上1只名字带有「甲虫装机」的怪兽装备。「甲虫装机 吉咖蝼蛄」的这个效果1回合只能使用1次。此外，这张卡当作装备卡使用而装备中的场合，装备怪兽的原本攻击力变成2000，装备怪兽向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。,cn
91349449,10055,光芒使者 巫师,这张卡不能通常召唤。从游戏中除外的自己的光属性怪兽是3只以上的场合才能特殊召唤。1回合1次，可以选择从游戏中除外的1只自己的光属性怪兽回到卡组，选择场上表侧表示存在的1只怪兽从游戏中除外。这个效果发动的回合，这张卡不能攻击。,cn
38737148,10056,光芒使者 泰达路斯,这张卡不能通常召唤。自己墓地的光属性怪兽是4只以上的场合才能特殊召唤。1回合1次，选择场上2张卡和1张场地魔法卡才能发动。选择的卡破坏。,cn
4722253,10057,光芒使者 基亚·弗里德,这张卡不能通常召唤。自己墓地的光属性怪兽是5种类以上的场合才能特殊召唤。自己场上表侧表示存在的怪兽只有战士族的场合，可以把自己墓地1只战士族怪兽从游戏中除外，魔法·陷阱卡的发动无效并破坏。这个效果1回合只能使用1次。,cn
30126992,10058,光芒使者 迪亚波罗斯,这张卡不能通常召唤。自己墓地的光属性怪兽是5种类以上的场合可以特殊召唤。1回合1次，可以把自己墓地1只光属性怪兽从游戏中除外，选择对方场上盖放的1张卡确认，回到持有者卡组最上面或者最下面。,cn
67511500,10059,龙魔女-龙之守护者-,只要这张卡在场上表侧表示存在，对方不能选择自己场上的龙族怪兽作为攻击对象。场上的这张卡被战斗或者卡的效果破坏的场合，可以作为代替从手卡把1只龙族怪兽送去墓地。,cn
3900605,10060,吸收壶,反转∶场上盖放的魔法·陷阱卡全部破坏。破坏的卡的控制者从卡组抽出破坏数量的卡。这个回合，自己不能把卡盖放。,cn
30494314,10061,红血鬼,这张卡用不死族怪兽的效果从墓地的特殊召唤成功时，选择自己场上1只不死族怪兽才能发动。把场上1个超量素材取除，选择的怪兽的等级上升1星，攻击力上升300。,cn
66499018,10062,焰虎,这张卡在墓地存在，自己场上没有怪兽存在的场合，自己的抽卡阶段时作为进行通常抽卡的代替才能发动。这张卡从墓地特殊召唤。这个效果特殊召唤的这张卡从场上离开的场合从游戏中除外。,cn
92887027,10063,流浪佣兵部队,这张卡战斗破坏对方怪兽送去墓地时，把这张卡解放才能发动。选择对方场上里侧守备表示存在的1只怪兽破坏。,cn
39272762,10064,超银河眼光子龙,"8星怪兽×3
「银河眼光子龙」作为素材让这张卡超量召唤成功时，这张卡以外的场上表侧表示存在的卡的效果无效。1回合1次，把这张卡1个超量素材取除才能发动。对方场上的超量素材全部取除，这个回合这张卡的攻击力上升取除数量×500的数值。并且，这个回合这张卡在同1次的战斗阶段中可以作出最多有取除数量的攻击。",cn
65676461,10065,No.32 海咬龙 鲨龙兽,"4星怪兽×3
①：1回合1次，这张卡的攻击破坏对方怪兽送去墓地时，把这张卡1个超量素材取除才能发动。那只怪兽在对方场上攻击表示特殊召唤。这个效果特殊召唤的怪兽的攻击力下降1000。这个效果特殊召唤的场合，这次战斗阶段中，这张卡只再1次可以攻击。",cn
92661479,10066,光子飞奔保镖,"6星怪兽×2
对方场上效果怪兽的效果发动时，把这张卡1个超量素材取除才能发动。那个效果无效，给与对方基本分1000分伤害。这个效果1回合只能使用1次。",cn
28150174,10067,光子蝶刺客,"4星怪兽×2
1回合1次，把这张卡1个超量素材取除，选择场上守备表示存在的1只怪兽才能发动。选择的怪兽变成表侧攻击表示，那个攻击力下降600。",cn
64554883,10068,No.25 重装光学摄影机 焦点之力,"6星怪兽×2
①：1回合1次，把这张卡1个超量素材取除，以对方场上1只5星以上的效果怪兽为对象才能发动。那只对方怪兽的效果直到回合结束时无效。这个效果在对方回合也能发动。",cn
91949988,10069,迅雷之骑士 盖亚龙骑士,"7星怪兽×2
这张卡也能在自己场上的5·6阶的超量怪兽上面把这张卡重叠来超量召唤。这张卡向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。",cn
27337596,10070,圣刻龙王-阿图姆龙王,"龙族6星怪兽×2
①：1回合1次，把这张卡1个超量素材取除才能发动。从卡组选1只龙族怪兽，攻击力·守备力变成0特殊召唤。这个效果发动的回合，这张卡不能攻击。",cn
64332231,10071,圣刻神龙-九神龙,"8星怪兽×2
①：1回合1次，把这张卡1个超量素材取除才能发动。自己的手卡·场上的怪兽任意数量解放，选那个数量的场上的卡破坏。",cn
90726340,10072,龙魔人 龙骑士女王,"4星怪兽×2
只要这张卡在场上表侧表示存在，「龙魔人 龙骑士女王」以外的自己的龙族怪兽不会被战斗破坏。此外，1回合1次，可以把这张卡1个超量素材取除，选择自己墓地1只5星以上的龙族怪兽特殊召唤。这个效果特殊召唤的怪兽的效果无效化，这个回合那只怪兽不能攻击。",cn
26211048,10073,甲虫装机 艾可萨锹甲,"昆虫族5星怪兽×2
1回合1次，可以把这张卡1个超量素材取除，选择对方的场上·墓地1只怪兽当作装备卡使用给这张卡装备。这张卡的攻击力·守备力上升这个效果装备的怪兽的各自一半数值。",cn
53610653,10074,咒缚魔杖,"魔法师族怪兽才能装备。
①：装备怪兽的攻击力上升装备怪兽的等级×100。
②：装备怪兽被对方破坏，这张卡被送去墓地的场合才能发动。那只怪兽从墓地往自己场上特殊召唤。",cn
99004752,10075,迷你胆识,把自己场上1只怪兽解放，选择对方场上表侧表示存在的1只怪兽才能发动。选择的怪兽的攻击力直到结束阶段时变成0。这个回合，选择的怪兽被战斗破坏送去对方墓地时，给与对方基本分那只怪兽的原本攻击力数值的伤害。,cn
26099457,10076,下降潮流,选择自己场上表侧表示存在的1只怪兽，宣言从1到3的任意等级才能发动。选择的怪兽的等级变成宣言的等级。,cn
52497105,10077,蛮勇鳞粉,选择自己场上表侧表示存在的1只怪兽才能发动。选择的怪兽的攻击力上升1000，这个回合不能向对方玩家直接攻击。这个回合的结束阶段时，选择的怪兽的攻击力下降2000。,cn
89882100,10078,夜摄,①：以对方场上盖放的1张魔法·陷阱卡为对象才能发动。盖放的那张卡破坏。对方不能对应这张卡的发动把作为对象的卡发动。,cn
25377819,10079,召集之圣刻印,①：从卡组把1只「圣刻」怪兽加入手卡。,cn
51365514,10080,超力之圣刻印,从手卡把1只名字带有「圣刻」的怪兽特殊召唤。,cn
88760522,10081,多样进化,从卡组把1只名字带有「进化虫」或者「进化龙」的怪兽加入手卡。「多样进化」在1回合只能发动1张。,cn
14154221,10082,进化的代偿,名字带有「进化虫」的怪兽的效果让怪兽特殊召唤的场合，可以选择场上1张卡破坏。这个效果1回合只能使用1次。,cn
51549976,10083,最终甲虫注射,把自己场上表侧表示存在的5张名字带有「甲虫装机」的卡送去墓地才能发动。对方场上的卡全部破坏。对方在这个回合的战斗阶段中不能把手卡·墓地发动的效果怪兽的效果发动。,cn
87047074,10084,甲虫装机的魔弓 虫装弓箭,名字带有「甲虫装机」的怪兽才能装备。装备怪兽的攻击力上升500。对方不能对应装备怪兽的效果的发动把魔法·陷阱·效果怪兽的效果发动。,cn
13032689,10085,超量组件,超量怪兽才能装备。装备怪兽的攻击力上升装备怪兽的阶级×200的数值。此外，自己场上的装备怪兽把超量素材取除来让效果发动的场合，这张卡可以当作取除的超量素材中的1个使用。,cn
50427388,10086,暴走的魔力,自己墓地的魔法卡全部从游戏中除外才能发动。持有除外的魔法卡数量×300的数值以下的守备力的对方场上表侧表示存在的怪兽全部破坏。,cn
86825483,10087,神星领域,只要这张卡在场上存在，光属性怪兽的效果的发动不会被无效化。,cn
13210191,10088,风暴,自己场上的魔法·陷阱卡全部破坏。那之后，把破坏的卡数量的对方场上的魔法·陷阱卡破坏。,cn
49204190,10089,奇策,①：从手卡丢弃1只怪兽，以场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力下降因为这个效果发动而丢弃的怪兽的攻击力数值。,cn
85709845,10090,有勇无谋,自己场上守备表示存在的怪兽成为攻击对象时才能发动。那只守备表示怪兽的表示形式变更为表侧攻击表示。并且，那次战斗破坏攻击怪兽送去墓地时，再给与对方基本分那只怪兽的原本攻击力数值的伤害。,cn
12197543,10091,剑之指挥,"对方的抽卡阶段时，对方通常抽卡时才能发动。抽到的卡给双方确认，确认的卡是魔法·陷阱卡的场合，从以下效果选择1个适用。
●把抽到的卡丢弃。
●选对方场上1张魔法·陷阱卡破坏。",cn
48582558,10092,保镖防御,选择自己场上1只名字带有「保镖」的怪兽才能发动。这个回合，选择的怪兽不会成为卡的效果的对象，不会被战斗破坏。这个回合，对方怪兽攻击的场合，必须把选择的怪兽作为攻击对象。,cn
75987257,10093,隶属鳞粉,对方怪兽的攻击宣言时才能发动。攻击怪兽的表示形式变成守备表示，那1只怪兽把这张卡装备。此外，1回合1次，主要阶段以及战斗阶段时才能发动。装备怪兽的表示形式变更。,cn
11975962,10094,抹杀之圣刻印,把自己场上1只名字带有「圣刻」的怪兽解放才能发动。选择对方场上1张卡从游戏中除外。,cn
47360060,10095,反射之圣刻印,把自己场上1只名字带有「圣刻」的怪兽解放才能发动。效果怪兽的效果·魔法·陷阱卡的发动无效并破坏。,cn
74854609,10096,虫装变换,自己场上的名字带有「甲虫装机」的怪兽被选择作为攻击对象时才能发动。攻击对象怪兽当作装备卡使用给1只攻击怪兽装备。只要因这个效果被名字带有「甲虫装机」的怪兽装备中，自己得到那只装备怪兽的控制权。,cn
259314,10097,甲虫装机的手甲,发动后这张卡变成守备力上升1000的装备卡，给自己场上1只名字带有「甲虫装机」的怪兽装备。装备怪兽不会被对方的卡的效果破坏。,cn
47247413,10098,退回,对方把墓地的卡加入手卡时才能发动。对方让加入手卡的那1张卡回到卡组。,cn
73632127,10099,次元崩落,自己场上有怪兽特殊召唤时才能发动。选择对方场上表侧表示存在的1只怪兽从游戏中除外。那次特殊召唤是超量召唤的场合，这张卡可以在盖放的回合发动。,cn
5037726,10100,光灵术-「圣」,①：把自己场上1只光属性怪兽解放，以除外的1只自己或者对方的怪兽为对象才能发动。对方可以从手卡把1张陷阱卡给人观看让这个效果无效。没给观看的场合，作为对象的怪兽在自己场上特殊召唤。,cn
42425831,10101,雷遁封印式,1回合1次，可以让自己场上表侧表示存在的1只风属性怪兽回到卡组最下面，选择对方墓地最多2张卡从游戏中除外。,cn
78910579,10102,仪水镜的返魂术,选择自己场上1只水属性怪兽回到卡组，选择自己墓地存在的2只水属性怪兽加入手卡。,cn
5914184,10103,倍返,对方的卡的效果让自己受到1000以上的伤害时才能发动。那个时候受到的伤害每有1000，给这张卡放置1个倍倍指示物。下次的对方回合的结束阶段时，这张卡破坏并给与对方基本分这张卡放置的倍倍指示物数量×2000的数值的伤害。,cn
31303283,10104,阳炎兽 骏鹰,只要这张卡在场上表侧表示存在，对方不能把这张卡作为卡的效果的对象。此外，1回合1次，把自己场上1只炎属性怪兽解放才能发动。这张卡的攻击力上升300。,cn
77797992,10105,森之圣兽 羊驼驯鹿,"这张卡得到这张卡的表示形式的以下效果。
●攻击表示：自己场上表侧攻击表示存在的鸟兽族·昆虫族·植物族怪兽不会被战斗破坏。
●守备表示：自己场上表侧守备表示存在的鸟兽族·昆虫族·植物族怪兽不会成为卡的效果的对象，不会被卡的效果破坏。",cn
4192696,10106,森之圣灵 厄科,对方的卡的效果让自己受到伤害时才能发动。这张卡从手卡特殊召唤，给与对方基本分和受到的伤害相同的伤害。并且，再让这个回合双方受到的效果伤害变成0。,cn
30587695,10107,电子独角仙,"这个卡名的效果1回合只能使用1次。
①：把自己场上1张表侧表示的魔法·陷阱卡送去墓地，以自己墓地1只4星以下的昆虫族怪兽为对象才能发动。那只昆虫族怪兽守备表示特殊召唤。",cn
67675300,10108,雪尘龙,这张卡可以把场上4个冰指示物取除，从手卡特殊召唤。只要这张卡在场上表侧表示存在，这张卡以外的有冰指示物放置的怪兽不能攻击，也不能作表示形式的变更。,cn
3070049,10109,雪龙,这张卡被战斗或者卡的效果破坏送去墓地时，给场上表侧表示存在的全部怪兽放置1个冰指示物。,cn
30464153,10110,海牛头人,只要这张卡在场上表侧表示存在，自己场上的鱼族·海龙族·水族怪兽向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。,cn
66853752,10111,电子鱼人-火箭炮手,"这个卡名的效果1回合只能使用1次，把这张卡作为同调素材的场合，不是水属性怪兽的同调召唤不能使用。
①：这张卡在墓地存在，「电子鱼人-火箭炮手」以外的自己墓地的怪兽只有水属性怪兽的场合才能发动。这张卡特殊召唤。这个效果特殊召唤的这张卡从场上离开的场合除外。",cn
10000040,10112,光之创造神 哈拉克提,这张卡不能通常召唤。把自己场上的原本卡名是「奥西里斯之天空龙」「欧贝利斯克之巨神兵」「太阳神之翼神龙」的怪兽各1只解放的场合才能特殊召唤。这张卡的特殊召唤不会被无效化。把这张卡特殊召唤的玩家决斗胜利。,cn
10000030,10113,眼盯盯☆魔术辣妹,"魔法师族6星怪兽×2
1回合1次，可以把这张卡1个超量素材取除，把1张手卡从游戏中除外从以下效果选择1个发动。
●选择对方场上1只怪兽直到这个回合的结束阶段时得到控制权。
●选择对方墓地1只怪兽在自己场上特殊召唤。",cn
65737274,10114,龙龙,"①：这张卡召唤成功时，以自己墓地1只攻击力1000以下的通常怪兽为对象才能发动。那只怪兽守备表示特殊召唤。
②：1回合1次，把自己场上1只龙族怪兽解放，以自己场上1只表侧表示怪兽为对象才能发动。那只怪兽直到回合结束时等级变成8星，攻击力上升800。",cn
92125819,10115,圣骑士 阿托利斯,"属于圣骑士团的聪明青年骑士。仿佛就像受到了引导，闯入了森林之中的他，终于抵达命运的所在。随后，青年迈出了那一大步。
——这是一切的开端，一段伟大的史诗。",cn
38520918,10116,古之龙,①：这张卡直接攻击给与对方战斗伤害时才能发动。这张卡的等级上升1星，攻击力上升500。,cn
64514622,10117,龙王之圣刻印,"这张卡在墓地或者场上表侧表示存在的场合，当作通常怪兽使用。可以通过把场上表侧表示存在的这张卡当作通常召唤作再度召唤，这张卡变成当作效果怪兽使用并得到以下效果。
●把这张卡解放才能发动。从自己的手卡·卡组·墓地选「龙王之圣刻印」以外的1只名字带有「圣刻」的怪兽表侧守备表示特殊召唤。",cn
91903221,10118,进化虫·埃尔金螈,场上的这张卡被解放送去墓地时，从卡组抽1张卡。那之后，可以让手卡1只恐龙族怪兽回到卡组，从卡组把1只名字带有「进化虫」的怪兽加入手卡。,cn
27407330,10119,光芒使者 格雷法,这张卡可以从手卡丢弃1只5星以上的光属性怪兽，从手卡特殊召唤。此外，1回合1次，可以通过从手卡丢弃1只光属性怪兽，卡组1只光属性怪兽从游戏中除外。,cn
64892035,10120,过迟的兽人,这张卡在召唤的回合不能攻击。,cn
90887783,10121,龙之交感,把手卡1只龙族怪兽给对方观看，和给人观看的怪兽相同等级的1只龙族怪兽从卡组加入手卡。那之后，给人观看的怪兽回到卡组。,cn
26285788,10122,招来的对价,"这张卡发动的回合的结束阶段时，这个回合自己从手卡·场上解放的衍生物以外的怪兽数量的以下效果适用。「招来的对价」在1回合只能发动1张。
●1只：从卡组抽1张卡。
●2只：选自己墓地2只怪兽加入手卡。
●3只以上：选场上表侧表示存在的最多3张卡破坏。",cn
53670497,10123,复活之圣刻印,对方回合1次，可以从卡组把1只名字带有「圣刻」的怪兽送去墓地。此外，自己回合1次，可以选择从游戏中除外的1只自己的名字带有「圣刻」的怪兽回到墓地。场上表侧表示存在的这张卡被送去墓地时，选择自己墓地1只名字带有「圣刻」的怪兽特殊召唤。,cn
99064191,10124,超量诛罚,1回合1次，自己场上有超量怪兽存在，5星以上的效果怪兽的效果发动时，可以通过丢弃1张手卡，那个效果无效并破坏。,cn
26563200,10125,弦魔人 跃跃节奏,"3星怪兽×2
自己场上的名字带有「魔人」的超量怪兽向对方怪兽攻击的伤害步骤时，把这张卡1个超量素材取除才能发动。那只攻击怪兽的攻击力直到结束阶段时变成2倍。「弦魔人 跃跃节奏」的效果1回合只能使用1次。",cn
52558805,10126,太鼓魔人 咚咚拍子,"3星怪兽×2
1回合1次，把这张卡1个超量素材取除，选择对方场上1只超量怪兽才能发动。把选择的怪兽1个超量素材取除，自己场上的全部名字带有「魔人」的超量怪兽的攻击力上升500。这个效果在对方回合也能发动。",cn
88942504,10127,管魔人 迷迷旋律,"3星怪兽×2
1回合1次，把这张卡1个超量素材取除，选择自己场上1只名字带有「魔人」的超量怪兽才能发动。这个回合，选择的怪兽在同1次的战斗阶段中可以作2次攻击。",cn
25341652,10128,交响魔人 剑击指挥,"4星怪兽×2
1回合1次，把这张卡1个超量素材取除，选择对方场上表侧攻击表示存在的1只怪兽才能发动。选择的怪兽变成里侧守备表示。此外，只要这张卡在场上表侧表示存在，自己场上的名字带有「魔人」的超量怪兽被破坏的场合，可以作为代替把那怪兽1个超量素材取除。",cn
51735257,10129,No.50 黑玉米号,"4星怪兽×2
①：1回合1次，把这张卡1个超量素材取除，以持有这张卡的攻击力以下的攻击力的对方场上1只怪兽为对象才能发动。那只怪兽送去墓地，给与对方1000伤害。这个效果发动的回合，这张卡不能攻击。",cn
88120966,10130,No.15 机关傀儡-巨人杀手,"8星怪兽×2
①：自己主要阶段1，把这张卡1个超量素材取除，以对方场上1只特殊召唤的怪兽为对象才能发动。那只怪兽破坏。破坏的怪兽是超量怪兽的场合，再给与对方那只怪兽的原本攻击力数值的伤害。这个效果1回合可以使用最多2次。",cn
14214060,10131,魔法剑士 特兰斯,实力相当强的奇特魔法师。好像从异空间旅行归来了。,cn
50613779,10132,伤害法师,卡的效果让自己受到伤害时才能发动。这张卡从手卡特殊召唤，自己基本分回复受到的伤害的数值。,cn
87008374,10133,异热同心武器-不死鸟弩弓,这张卡可以从手卡当作装备卡使用给自己场上的「混沌No.39 希望皇 霍普雷」装备。用这个效果把这张卡装备的怪兽的攻击力上升1100。此外，装备怪兽战斗破坏对方怪兽时，给与对方基本分1000分伤害。「异热同心武器-不死鸟弩弓」在自己场上只能有1张表侧表示存在。,cn
13492423,10134,光子帝王,这张卡召唤·反转召唤成功时，可以从自己的手卡·卡组把1只「光子帝王」特殊召唤。,cn
50491121,10135,英豪挑战者 斯巴达兵,1回合1次，对方怪兽的攻击宣言时选择这张卡以外的自己场上1只名字带有「英豪」的怪兽才能发动。这张卡的攻击力直到战斗阶段结束时上升选择的怪兽的原本攻击力数值。,cn
26885836,10136,英豪挑战者 战锤兵,这张卡战斗破坏对方怪兽送去墓地时，可以把破坏的怪兽当作装备卡使用只有1只给这张卡装备。这张卡的攻击力上升这个效果装备的怪兽的攻击力数值。,cn
52370835,10137,英豪挑战者 剑盾兵,自己场上有名字带有「英豪」的怪兽存在的场合，把这张卡从手卡送去墓地才能发动。这个回合，战斗发生的对自己的战斗伤害变成0，自己场上的名字带有「英豪」的怪兽不会被战斗破坏。这个效果在对方回合也能发动。,cn
89774530,10138,英豪挑战者 双长枪兵,这张卡召唤成功时，可以从自己的手卡·墓地选1只「英豪挑战者 双长枪兵」表侧守备表示特殊召唤。这张卡不能作为同调素材。此外，把这张卡作为超量素材的场合，不是战士族怪兽的超量召唤不能使用。,cn
25163248,10139,先史遗产 玛雅机器,机械族怪兽上级召唤的场合，这张卡可以作为2只的数量解放。,cn
52158283,10140,先史遗产 巨石人头像,把墓地的这张卡从游戏中除外，选择场上攻击表示存在的1只3星以上的怪兽才能发动。选择的怪兽变成表侧守备表示或者里侧守备表示。「先史遗产 巨石人头像」的效果1回合只能使用1次。,cn
88552992,10141,先史遗产 黄金航天飞机,1回合1次，自己的主要阶段时才能发动。自己场上的全部名字带有「先史遗产」的怪兽的等级上升1星。,cn
